machine_id,timestamp,temperature_C,vibration_mm_s,rpm,current_A,status
CNC_02,2026-04-11 11:00:00+00:00,66.38,1.53,1489.0,11.59,running
CNC_02,2026-04-11 11:01:00+00:00,69.47,1.49,1503.0,12.02,running
CNC_02,2026-04-11 11:02:00+00:00,68.89,1.56,1508.0,11.53,running
CNC_02,2026-04-11 11:03:00+00:00,67.36,1.55,1497.0,11.76,running
CNC_02,2026-04-11 11:04:00+00:00,69.48,1.52,1484.0,11.64,running
CNC_02,2026-04-11 11:05:00+00:00,69.43,1.54,1509.0,12.0,running
CNC_02,2026-04-11 11:06:00+00:00,66.71,1.49,1482.0,11.63,running
CNC_02,2026-04-11 11:07:00+00:00,69.2,1.45,1489.0,12.06,running
CNC_02,2026-04-11 11:08:00+00:00,69.18,1.47,1469.0,11.74,running
CNC_02,2026-04-11 11:09:00+00:00,68.38,1.54,1491.0,11.63,running
CNC_02,2026-04-11 11:10:00+00:00,68.78,1.49,1505.0,11.46,running
CNC_02,2026-04-11 11:11:00+00:00,67.67,1.49,1494.0,11.7,running
CNC_02,2026-04-11 11:12:00+00:00,67.6,1.53,1475.0,11.61,running
CNC_02,2026-04-11 11:13:00+00:00,66.38,1.47,1490.0,11.58,running
CNC_02,2026-04-11 11:14:00+00:00,66.26,1.56,1488.0,12.03,running
CNC_02,2026-04-11 11:15:00+00:00,68.97,1.46,1491.0,11.85,running
CNC_02,2026-04-11 11:16:00+00:00,66.6,1.45,1479.0,11.63,running
CNC_02,2026-04-11 11:17:00+00:00,67.09,1.47,1492.0,11.65,running
CNC_02,2026-04-11 11:18:00+00:00,69.11,1.45,1495.0,11.99,running
CNC_02,2026-04-11 11:19:00+00:00,67.74,1.48,1481.0,11.68,running
CNC_02,2026-04-11 11:20:00+00:00,66.44,1.51,1496.0,11.72,running
CNC_02,2026-04-11 11:21:00+00:00,69.86,1.55,1481.0,11.96,running
CNC_02,2026-04-11 11:22:00+00:00,66.43,1.53,1501.0,11.7,running
CNC_02,2026-04-11 11:23:00+00:00,67.54,1.51,1480.0,11.85,running
CNC_02,2026-04-11 11:24:00+00:00,69.58,1.49,1477.0,11.84,running
CNC_02,2026-04-11 11:25:00+00:00,68.62,1.5,1469.0,11.92,running
CNC_02,2026-04-11 11:26:00+00:00,66.11,1.49,1486.0,12.05,running
CNC_02,2026-04-11 11:27:00+00:00,69.48,1.53,1504.0,11.6,running
CNC_02,2026-04-11 11:28:00+00:00,68.88,1.53,1502.0,12.01,running
CNC_02,2026-04-11 11:29:00+00:00,66.63,1.47,1503.0,11.55,running
CNC_02,2026-04-11 11:30:00+00:00,66.47,1.56,1511.0,11.68,running
CNC_02,2026-04-11 11:31:00+00:00,66.0,1.49,1469.0,11.55,running
CNC_02,2026-04-11 11:32:00+00:00,66.87,1.54,1484.0,11.45,running
CNC_02,2026-04-11 11:33:00+00:00,68.56,1.45,1508.0,11.62,running
CNC_02,2026-04-11 11:34:00+00:00,66.93,1.49,1472.0,11.46,running
CNC_02,2026-04-11 11:35:00+00:00,69.69,1.54,1509.0,11.93,running
CNC_02,2026-04-11 11:36:00+00:00,66.01,1.56,1499.0,11.74,running
CNC_02,2026-04-11 11:37:00+00:00,68.95,1.51,1498.0,12.03,running
CNC_02,2026-04-11 11:38:00+00:00,69.78,1.54,1508.0,11.85,running
CNC_02,2026-04-11 11:39:00+00:00,67.34,1.52,1493.0,11.49,running
CNC_02,2026-04-11 11:40:00+00:00,68.31,1.49,1484.0,11.96,running
CNC_02,2026-04-11 11:41:00+00:00,69.57,1.46,1503.0,11.57,running
CNC_02,2026-04-11 11:42:00+00:00,68.31,1.54,1508.0,11.66,running
CNC_02,2026-04-11 11:43:00+00:00,69.3,1.55,1475.0,11.72,running
CNC_02,2026-04-11 11:44:00+00:00,69.13,1.44,1496.0,11.74,running
CNC_02,2026-04-11 11:45:00+00:00,68.07,1.49,1476.0,11.69,running
CNC_02,2026-04-11 11:46:00+00:00,69.47,1.51,1489.0,11.95,running
CNC_02,2026-04-11 11:47:00+00:00,66.71,1.45,1492.0,11.45,running
CNC_02,2026-04-11 11:48:00+00:00,66.56,1.53,1508.0,11.65,running
CNC_02,2026-04-11 11:49:00+00:00,67.52,1.52,1504.0,11.63,running
CNC_02,2026-04-11 11:50:00+00:00,69.33,1.56,1472.0,11.6,running
CNC_02,2026-04-11 11:51:00+00:00,68.92,1.44,1480.0,12.04,running
CNC_02,2026-04-11 11:52:00+00:00,68.74,1.52,1495.0,11.8,running
CNC_02,2026-04-11 11:53:00+00:00,69.09,1.54,1503.0,11.79,running
CNC_02,2026-04-11 11:54:00+00:00,69.14,1.53,1488.0,11.68,running
CNC_02,2026-04-11 11:55:00+00:00,67.63,1.5,1474.0,11.6,running
CNC_02,2026-04-11 11:56:00+00:00,66.38,1.45,1493.0,11.94,running
CNC_02,2026-04-11 11:57:00+00:00,68.46,1.53,1486.0,12.01,running
CNC_02,2026-04-11 11:58:00+00:00,69.01,1.53,1502.0,11.61,running
CNC_02,2026-04-11 11:59:00+00:00,68.28,1.53,1472.0,11.62,running
CNC_02,2026-04-11 12:00:00+00:00,67.96,1.49,1509.0,11.98,running
CNC_02,2026-04-11 12:01:00+00:00,66.13,1.5,1502.0,11.92,running
CNC_02,2026-04-11 12:02:00+00:00,68.15,1.45,1509.0,11.74,running
CNC_02,2026-04-11 12:03:00+00:00,66.55,1.45,1503.0,11.88,running
CNC_02,2026-04-11 12:04:00+00:00,66.99,1.5,1510.0,11.8,running
CNC_02,2026-04-11 12:05:00+00:00,67.55,1.48,1476.0,12.09,running
CNC_02,2026-04-11 12:06:00+00:00,66.66,1.45,1474.0,11.58,running
CNC_02,2026-04-11 12:07:00+00:00,67.69,1.55,1474.0,11.55,running
CNC_02,2026-04-11 12:08:00+00:00,67.74,1.55,1509.0,12.12,running
CNC_02,2026-04-11 12:09:00+00:00,66.48,1.52,1497.0,11.47,running
CNC_02,2026-04-11 12:10:00+00:00,68.7,1.52,1497.0,11.6,running
CNC_02,2026-04-11 12:11:00+00:00,67.32,1.51,1474.0,11.56,running
CNC_02,2026-04-11 12:12:00+00:00,68.81,1.46,1468.0,11.58,running
CNC_02,2026-04-11 12:13:00+00:00,66.27,1.47,1502.0,12.0,running
CNC_02,2026-04-11 12:14:00+00:00,66.25,1.51,1472.0,11.58,running
CNC_02,2026-04-11 12:15:00+00:00,69.16,1.56,1480.0,12.0,running
CNC_02,2026-04-11 12:16:00+00:00,67.36,1.53,1493.0,11.83,running
CNC_02,2026-04-11 12:17:00+00:00,69.26,1.52,1511.0,11.7,running
CNC_02,2026-04-11 12:18:00+00:00,69.86,1.54,1490.0,11.8,running
CNC_02,2026-04-11 12:19:00+00:00,69.64,1.51,1483.0,11.48,running
CNC_02,2026-04-11 12:20:00+00:00,67.18,1.47,1473.0,11.92,running
CNC_02,2026-04-11 12:21:00+00:00,67.57,1.45,1482.0,11.55,running
CNC_02,2026-04-11 12:22:00+00:00,68.4,1.49,1509.0,11.88,running
CNC_02,2026-04-11 12:23:00+00:00,69.08,1.48,1501.0,11.97,running
CNC_02,2026-04-11 12:24:00+00:00,70.0,1.52,1509.0,12.06,running
CNC_02,2026-04-11 12:25:00+00:00,69.71,1.51,1478.0,11.86,running
CNC_02,2026-04-11 12:26:00+00:00,69.72,1.56,1510.0,11.76,running
CNC_02,2026-04-11 12:27:00+00:00,69.24,1.5,1499.0,11.75,running
CNC_02,2026-04-11 12:28:00+00:00,67.19,1.49,1481.0,11.75,running
CNC_02,2026-04-11 12:29:00+00:00,68.72,1.46,1498.0,11.5,running
CNC_02,2026-04-11 12:30:00+00:00,65.97,1.47,1477.0,12.04,running
CNC_02,2026-04-11 12:31:00+00:00,69.04,1.52,1499.0,11.92,running
CNC_02,2026-04-11 12:32:00+00:00,69.33,1.5,1468.0,12.06,running
CNC_02,2026-04-11 12:33:00+00:00,67.88,1.55,1508.0,11.73,running
CNC_02,2026-04-11 12:34:00+00:00,69.77,1.45,1497.0,11.93,running
CNC_02,2026-04-11 12:35:00+00:00,69.39,1.5,1478.0,11.48,running
CNC_02,2026-04-11 12:36:00+00:00,67.87,1.49,1484.0,11.9,running
CNC_02,2026-04-11 12:37:00+00:00,68.13,1.45,1470.0,12.08,running
CNC_02,2026-04-11 12:38:00+00:00,68.99,1.5,1490.0,11.53,running
CNC_02,2026-04-11 12:39:00+00:00,67.04,1.54,1473.0,11.52,running
CNC_02,2026-04-11 12:40:00+00:00,68.24,1.54,1485.0,11.9,running
CNC_02,2026-04-11 12:41:00+00:00,69.64,1.55,1489.0,11.66,running
CNC_02,2026-04-11 12:42:00+00:00,68.3,1.55,1498.0,12.12,running
CNC_02,2026-04-11 12:43:00+00:00,68.32,1.44,1488.0,12.09,running
CNC_02,2026-04-11 12:44:00+00:00,66.1,1.51,1485.0,11.73,running
CNC_02,2026-04-11 12:45:00+00:00,68.28,1.49,1509.0,11.66,running
CNC_02,2026-04-11 12:46:00+00:00,69.06,1.45,1483.0,11.56,running
CNC_02,2026-04-11 12:47:00+00:00,66.86,1.51,1483.0,11.48,running
CNC_02,2026-04-11 12:48:00+00:00,69.48,1.52,1510.0,12.01,running
CNC_02,2026-04-11 12:49:00+00:00,68.24,1.5,1510.0,11.75,running
CNC_02,2026-04-11 12:50:00+00:00,68.18,1.48,1480.0,12.04,running
CNC_02,2026-04-11 12:51:00+00:00,66.97,1.46,1500.0,12.04,running
CNC_02,2026-04-11 12:52:00+00:00,69.75,1.52,1483.0,11.81,running
CNC_02,2026-04-11 12:53:00+00:00,66.72,1.47,1508.0,12.05,running
CNC_02,2026-04-11 12:54:00+00:00,67.1,1.49,1511.0,11.72,running
CNC_02,2026-04-11 12:55:00+00:00,67.3,1.46,1486.0,11.7,running
CNC_02,2026-04-11 12:56:00+00:00,68.96,1.48,1488.0,11.67,running
CNC_02,2026-04-11 12:57:00+00:00,67.26,1.47,1490.0,11.75,running
CNC_02,2026-04-11 12:58:00+00:00,66.19,1.55,1483.0,11.98,running
CNC_02,2026-04-11 12:59:00+00:00,69.66,1.44,1473.0,11.58,running
CNC_02,2026-04-11 13:00:00+00:00,69.57,1.51,1482.0,11.48,running
CNC_02,2026-04-11 13:01:00+00:00,66.1,1.51,1499.0,11.72,running
CNC_02,2026-04-11 13:02:00+00:00,67.13,1.54,1506.0,11.72,running
CNC_02,2026-04-11 13:03:00+00:00,69.01,1.54,1485.0,11.56,running
CNC_02,2026-04-11 13:04:00+00:00,67.46,1.45,1469.0,12.03,running
CNC_02,2026-04-11 13:05:00+00:00,69.44,1.52,1506.0,12.11,running
CNC_02,2026-04-11 13:06:00+00:00,68.76,1.55,1509.0,11.64,running
CNC_02,2026-04-11 13:07:00+00:00,69.84,1.56,1480.0,11.89,running
CNC_02,2026-04-11 13:08:00+00:00,66.86,1.49,1496.0,11.47,running
CNC_02,2026-04-11 13:09:00+00:00,68.6,1.5,1473.0,11.93,running
CNC_02,2026-04-11 13:10:00+00:00,69.81,1.44,1487.0,11.54,running
CNC_02,2026-04-11 13:11:00+00:00,66.8,1.5,1481.0,11.91,running
CNC_02,2026-04-11 13:12:00+00:00,67.04,1.53,1476.0,12.09,running
CNC_02,2026-04-11 13:13:00+00:00,67.59,1.45,1472.0,11.82,running
CNC_02,2026-04-11 13:14:00+00:00,69.68,1.5,1488.0,11.99,running
CNC_02,2026-04-11 13:15:00+00:00,66.89,1.52,1477.0,12.04,running
CNC_02,2026-04-11 13:16:00+00:00,69.56,1.46,1474.0,11.96,running
CNC_02,2026-04-11 13:17:00+00:00,68.62,1.51,1490.0,11.54,running
CNC_02,2026-04-11 13:18:00+00:00,68.9,1.46,1492.0,11.69,running
CNC_02,2026-04-11 13:19:00+00:00,67.31,1.54,1488.0,11.8,running
CNC_02,2026-04-11 13:20:00+00:00,69.62,1.51,1503.0,12.06,running
CNC_02,2026-04-11 13:21:00+00:00,68.8,1.46,1473.0,11.75,running
CNC_02,2026-04-11 13:22:00+00:00,66.22,1.48,1477.0,11.47,running
CNC_02,2026-04-11 13:23:00+00:00,67.59,1.47,1472.0,11.96,running
CNC_02,2026-04-11 13:24:00+00:00,69.68,1.51,1509.0,11.56,running
CNC_02,2026-04-11 13:25:00+00:00,69.09,1.49,1490.0,11.92,running
CNC_02,2026-04-11 13:26:00+00:00,69.16,1.45,1485.0,11.99,running
CNC_02,2026-04-11 13:27:00+00:00,68.14,1.48,1469.0,11.45,running
CNC_02,2026-04-11 13:28:00+00:00,67.69,1.5,1478.0,12.01,running
CNC_02,2026-04-11 13:29:00+00:00,68.91,1.46,1476.0,12.06,running
CNC_02,2026-04-11 13:30:00+00:00,69.71,1.56,1498.0,12.1,running
CNC_02,2026-04-11 13:31:00+00:00,66.57,1.46,1470.0,11.83,running
CNC_02,2026-04-11 13:32:00+00:00,66.86,1.51,1468.0,11.82,running
CNC_02,2026-04-11 13:33:00+00:00,69.59,1.53,1484.0,11.49,running
CNC_02,2026-04-11 13:34:00+00:00,66.96,1.5,1479.0,12.0,running
CNC_02,2026-04-11 13:35:00+00:00,69.78,1.46,1468.0,11.51,running
CNC_02,2026-04-11 13:36:00+00:00,69.24,1.45,1501.0,11.73,running
CNC_02,2026-04-11 13:37:00+00:00,67.7,1.53,1482.0,12.02,running
CNC_02,2026-04-11 13:38:00+00:00,66.34,1.53,1508.0,11.56,running
CNC_02,2026-04-11 13:39:00+00:00,68.22,1.52,1474.0,11.83,running
CNC_02,2026-04-11 13:40:00+00:00,66.99,1.53,1493.0,11.74,running
CNC_02,2026-04-11 13:41:00+00:00,68.99,1.53,1477.0,11.46,running
CNC_02,2026-04-11 13:42:00+00:00,66.97,1.55,1485.0,11.59,running
CNC_02,2026-04-11 13:43:00+00:00,67.46,1.49,1488.0,11.76,running
CNC_02,2026-04-11 13:44:00+00:00,67.18,1.48,1503.0,11.92,running
CNC_02,2026-04-11 13:45:00+00:00,68.73,1.46,1512.0,11.51,running
CNC_02,2026-04-11 13:46:00+00:00,68.74,1.53,1480.0,11.5,running
CNC_02,2026-04-11 13:47:00+00:00,68.97,1.51,1511.0,11.96,running
CNC_02,2026-04-11 13:48:00+00:00,69.75,1.52,1490.0,12.11,running
CNC_02,2026-04-11 13:49:00+00:00,69.3,1.44,1494.0,11.55,running
CNC_02,2026-04-11 13:50:00+00:00,69.83,1.52,1488.0,12.13,running
CNC_02,2026-04-11 13:51:00+00:00,67.33,1.49,1485.0,11.54,running
CNC_02,2026-04-11 13:52:00+00:00,66.57,1.51,1471.0,12.11,running
CNC_02,2026-04-11 13:53:00+00:00,67.3,1.48,1474.0,11.69,running
CNC_02,2026-04-11 13:54:00+00:00,68.78,1.55,1476.0,11.57,running
CNC_02,2026-04-11 13:55:00+00:00,66.53,1.51,1473.0,11.51,running
CNC_02,2026-04-11 13:56:00+00:00,69.0,1.54,1482.0,11.86,running
CNC_02,2026-04-11 13:57:00+00:00,68.99,1.45,1496.0,11.65,running
CNC_02,2026-04-11 13:58:00+00:00,67.63,1.48,1500.0,11.78,running
CNC_02,2026-04-11 13:59:00+00:00,69.06,1.48,1492.0,12.09,running
CNC_02,2026-04-11 14:00:00+00:00,67.75,1.51,1498.0,12.09,running
CNC_02,2026-04-11 14:01:00+00:00,68.56,1.51,1505.0,12.15,running
CNC_02,2026-04-11 14:02:00+00:00,69.63,1.45,1498.0,11.68,running
CNC_02,2026-04-11 14:03:00+00:00,67.65,1.52,1474.0,11.94,running
CNC_02,2026-04-11 14:04:00+00:00,67.16,1.54,1484.0,11.48,running
CNC_02,2026-04-11 14:05:00+00:00,68.4,1.53,1495.0,12.0,running
CNC_02,2026-04-11 14:06:00+00:00,69.24,1.45,1468.0,11.6,running
CNC_02,2026-04-11 14:07:00+00:00,66.88,1.51,1478.0,11.7,running
CNC_02,2026-04-11 14:08:00+00:00,67.81,1.51,1512.0,11.93,running
CNC_02,2026-04-11 14:09:00+00:00,67.04,1.48,1470.0,11.74,running
CNC_02,2026-04-11 14:10:00+00:00,68.36,1.55,1480.0,11.62,running
CNC_02,2026-04-11 14:11:00+00:00,66.03,1.51,1512.0,11.71,running
CNC_02,2026-04-11 14:12:00+00:00,67.99,1.45,1493.0,11.59,running
CNC_02,2026-04-11 14:13:00+00:00,66.02,1.52,1474.0,11.52,running
CNC_02,2026-04-11 14:14:00+00:00,66.89,1.46,1495.0,11.64,running
CNC_02,2026-04-11 14:15:00+00:00,68.7,1.51,1483.0,11.58,running
CNC_02,2026-04-11 14:16:00+00:00,68.7,1.5,1500.0,11.8,running
CNC_02,2026-04-11 14:17:00+00:00,69.23,1.51,1504.0,11.84,running
CNC_02,2026-04-11 14:18:00+00:00,69.88,1.54,1479.0,11.96,running
CNC_02,2026-04-11 14:19:00+00:00,66.5,1.55,1483.0,11.78,running
CNC_02,2026-04-11 14:20:00+00:00,66.04,1.54,1510.0,11.78,running
CNC_02,2026-04-11 14:21:00+00:00,66.73,1.52,1481.0,12.13,running
CNC_02,2026-04-11 14:22:00+00:00,67.23,1.51,1470.0,12.15,running
CNC_02,2026-04-11 14:23:00+00:00,68.31,1.56,1481.0,11.82,running
CNC_02,2026-04-11 14:24:00+00:00,66.04,1.53,1475.0,11.75,running
CNC_02,2026-04-11 14:25:00+00:00,68.69,1.45,1503.0,12.02,running
CNC_02,2026-04-11 14:26:00+00:00,68.13,1.51,1472.0,11.76,running
CNC_02,2026-04-11 14:27:00+00:00,69.39,1.45,1512.0,11.79,running
CNC_02,2026-04-11 14:28:00+00:00,66.01,1.48,1490.0,12.12,running
CNC_02,2026-04-11 14:29:00+00:00,68.84,1.51,1511.0,11.65,running
CNC_02,2026-04-11 14:30:00+00:00,67.51,1.53,1494.0,11.6,running
CNC_02,2026-04-11 14:31:00+00:00,69.02,1.47,1493.0,12.05,running
CNC_02,2026-04-11 14:32:00+00:00,67.08,1.53,1506.0,11.67,running
CNC_02,2026-04-11 14:33:00+00:00,66.76,1.54,1488.0,11.67,running
CNC_02,2026-04-11 14:34:00+00:00,66.0,1.46,1491.0,12.03,running
CNC_02,2026-04-11 14:35:00+00:00,68.01,1.47,1509.0,11.71,running
CNC_02,2026-04-11 14:36:00+00:00,66.62,1.55,1485.0,11.79,running
CNC_02,2026-04-11 14:37:00+00:00,69.35,1.47,1491.0,12.06,running
CNC_02,2026-04-11 14:38:00+00:00,67.0,1.55,1476.0,12.05,running
CNC_02,2026-04-11 14:39:00+00:00,67.57,1.51,1492.0,11.59,running
CNC_02,2026-04-11 14:40:00+00:00,66.67,1.53,1505.0,11.54,running
CNC_02,2026-04-11 14:41:00+00:00,69.03,1.48,1494.0,11.82,running
CNC_02,2026-04-11 14:42:00+00:00,68.99,1.51,1472.0,11.64,running
CNC_02,2026-04-11 14:43:00+00:00,67.58,1.51,1475.0,11.68,running
CNC_02,2026-04-11 14:44:00+00:00,66.22,1.48,1491.0,12.11,running
CNC_02,2026-04-11 14:45:00+00:00,66.69,1.44,1485.0,11.88,running
CNC_02,2026-04-11 14:46:00+00:00,68.44,1.48,1469.0,12.1,running
CNC_02,2026-04-11 14:47:00+00:00,68.01,1.53,1485.0,12.03,running
CNC_02,2026-04-11 14:48:00+00:00,69.16,1.45,1470.0,11.55,running
CNC_02,2026-04-11 14:49:00+00:00,69.32,1.47,1485.0,11.86,running
CNC_02,2026-04-11 14:50:00+00:00,68.62,1.49,1488.0,11.68,running
CNC_02,2026-04-11 14:51:00+00:00,66.34,1.46,1507.0,12.14,running
CNC_02,2026-04-11 14:52:00+00:00,69.33,1.48,1476.0,11.81,running
CNC_02,2026-04-11 14:53:00+00:00,66.35,1.55,1502.0,12.14,running
CNC_02,2026-04-11 14:54:00+00:00,69.45,1.49,1482.0,12.04,running
CNC_02,2026-04-11 14:55:00+00:00,68.36,1.55,1482.0,11.83,running
CNC_02,2026-04-11 14:56:00+00:00,67.85,1.46,1492.0,11.51,running
CNC_02,2026-04-11 14:57:00+00:00,67.49,1.5,1474.0,11.98,running
CNC_02,2026-04-11 14:58:00+00:00,66.74,1.53,1469.0,11.93,running
CNC_02,2026-04-11 14:59:00+00:00,67.59,1.53,1493.0,11.72,running
CNC_02,2026-04-11 15:00:00+00:00,68.67,1.49,1484.0,11.75,running
CNC_02,2026-04-11 15:01:00+00:00,68.86,1.51,1509.0,11.45,running
CNC_02,2026-04-11 15:02:00+00:00,66.62,1.5,1498.0,11.51,running
CNC_02,2026-04-11 15:03:00+00:00,67.16,1.56,1482.0,11.72,running
CNC_02,2026-04-11 15:04:00+00:00,66.93,1.44,1480.0,11.56,running
CNC_02,2026-04-11 15:05:00+00:00,67.51,1.47,1486.0,11.64,running
CNC_02,2026-04-11 15:06:00+00:00,69.7,1.47,1476.0,11.99,running
CNC_02,2026-04-11 15:07:00+00:00,69.27,1.51,1483.0,12.04,running
CNC_02,2026-04-11 15:08:00+00:00,68.69,1.49,1485.0,11.45,running
CNC_02,2026-04-11 15:09:00+00:00,66.2,1.46,1479.0,12.1,running
CNC_02,2026-04-11 15:10:00+00:00,69.31,1.44,1468.0,11.86,running
CNC_02,2026-04-11 15:11:00+00:00,67.5,1.54,1511.0,11.8,running
CNC_02,2026-04-11 15:12:00+00:00,66.68,1.55,1487.0,11.74,running
CNC_02,2026-04-11 15:13:00+00:00,68.83,1.48,1478.0,11.97,running
CNC_02,2026-04-11 15:14:00+00:00,66.72,1.44,1490.0,11.47,running
CNC_02,2026-04-11 15:15:00+00:00,69.19,1.56,1510.0,11.55,running
CNC_02,2026-04-11 15:16:00+00:00,69.76,1.45,1483.0,11.51,running
CNC_02,2026-04-11 15:17:00+00:00,69.32,1.47,1497.0,11.99,running
CNC_02,2026-04-11 15:18:00+00:00,67.51,1.53,1482.0,11.55,running
CNC_02,2026-04-11 15:19:00+00:00,67.84,1.53,1469.0,12.02,running
CNC_02,2026-04-11 15:20:00+00:00,67.0,1.52,1473.0,11.72,running
CNC_02,2026-04-11 15:21:00+00:00,67.86,1.5,1480.0,11.82,running
CNC_02,2026-04-11 15:22:00+00:00,67.09,1.46,1474.0,12.08,running
CNC_02,2026-04-11 15:23:00+00:00,66.49,1.49,1479.0,11.88,running
CNC_02,2026-04-11 15:24:00+00:00,67.37,1.47,1511.0,12.15,running
CNC_02,2026-04-11 15:25:00+00:00,66.5,1.52,1507.0,12.13,running
CNC_02,2026-04-11 15:26:00+00:00,67.18,1.53,1482.0,11.89,running
CNC_02,2026-04-11 15:27:00+00:00,68.05,1.52,1508.0,11.53,running
CNC_02,2026-04-11 15:28:00+00:00,66.87,1.51,1484.0,11.84,running
CNC_02,2026-04-11 15:29:00+00:00,69.15,1.52,1502.0,11.56,running
CNC_02,2026-04-11 15:30:00+00:00,66.08,1.54,1488.0,11.9,running
CNC_02,2026-04-11 15:31:00+00:00,66.26,1.52,1472.0,12.0,running
CNC_02,2026-04-11 15:32:00+00:00,66.21,1.45,1483.0,11.6,running
CNC_02,2026-04-11 15:33:00+00:00,69.98,1.49,1489.0,11.48,running
CNC_02,2026-04-11 15:34:00+00:00,67.96,1.45,1496.0,12.14,running
CNC_02,2026-04-11 15:35:00+00:00,67.3,1.54,1511.0,12.13,running
CNC_02,2026-04-11 15:36:00+00:00,69.0,1.54,1483.0,11.86,running
CNC_02,2026-04-11 15:37:00+00:00,68.66,1.47,1482.0,11.7,running
CNC_02,2026-04-11 15:38:00+00:00,66.23,1.49,1503.0,11.91,running
CNC_02,2026-04-11 15:39:00+00:00,68.51,1.51,1469.0,11.45,running
CNC_02,2026-04-11 15:40:00+00:00,66.65,1.55,1506.0,11.85,running
CNC_02,2026-04-11 15:41:00+00:00,67.53,1.56,1471.0,11.51,running
CNC_02,2026-04-11 15:42:00+00:00,68.49,1.51,1512.0,12.01,running
CNC_02,2026-04-11 15:43:00+00:00,69.79,1.53,1509.0,11.93,running
CNC_02,2026-04-11 15:44:00+00:00,68.1,1.51,1508.0,11.52,running
CNC_02,2026-04-11 15:45:00+00:00,68.27,1.49,1497.0,11.87,running
CNC_02,2026-04-11 15:46:00+00:00,67.59,1.52,1492.0,11.58,running
CNC_02,2026-04-11 15:47:00+00:00,68.56,1.44,1504.0,12.09,running
CNC_02,2026-04-11 15:48:00+00:00,66.28,1.47,1473.0,11.99,running
CNC_02,2026-04-11 15:49:00+00:00,66.25,1.5,1485.0,11.98,running
CNC_02,2026-04-11 15:50:00+00:00,68.57,1.51,1490.0,11.99,running
CNC_02,2026-04-11 15:51:00+00:00,67.91,1.49,1469.0,11.64,running
CNC_02,2026-04-11 15:52:00+00:00,67.47,1.51,1498.0,12.13,running
CNC_02,2026-04-11 15:53:00+00:00,67.09,1.51,1501.0,11.67,running
CNC_02,2026-04-11 15:54:00+00:00,68.2,1.49,1485.0,11.49,running
CNC_02,2026-04-11 15:55:00+00:00,66.06,1.48,1508.0,11.58,running
CNC_02,2026-04-11 15:56:00+00:00,66.22,1.51,1510.0,11.49,running
CNC_02,2026-04-11 15:57:00+00:00,69.0,1.45,1474.0,12.11,running
CNC_02,2026-04-11 15:58:00+00:00,68.82,1.51,1475.0,11.84,running
CNC_02,2026-04-11 15:59:00+00:00,66.21,1.49,1499.0,11.85,running
CNC_02,2026-04-11 16:00:00+00:00,68.71,1.45,1502.0,12.12,running
CNC_02,2026-04-11 16:01:00+00:00,69.66,1.45,1472.0,11.81,running
CNC_02,2026-04-11 16:02:00+00:00,68.1,1.54,1484.0,11.81,running
CNC_02,2026-04-11 16:03:00+00:00,66.79,1.55,1473.0,12.09,running
CNC_02,2026-04-11 16:04:00+00:00,69.59,1.45,1502.0,11.68,running
CNC_02,2026-04-11 16:05:00+00:00,66.88,1.49,1509.0,11.73,running
CNC_02,2026-04-11 16:06:00+00:00,66.95,1.5,1486.0,11.46,running
CNC_02,2026-04-11 16:07:00+00:00,66.72,1.44,1491.0,11.9,running
CNC_02,2026-04-11 16:08:00+00:00,68.89,1.46,1504.0,11.74,running
CNC_02,2026-04-11 16:09:00+00:00,66.16,1.55,1499.0,11.84,running
CNC_02,2026-04-11 16:10:00+00:00,66.12,1.44,1493.0,12.07,running
CNC_02,2026-04-11 16:11:00+00:00,68.6,1.44,1496.0,11.69,running
CNC_02,2026-04-11 16:12:00+00:00,66.46,1.54,1493.0,11.96,running
CNC_02,2026-04-11 16:13:00+00:00,66.63,1.45,1491.0,11.82,running
CNC_02,2026-04-11 16:14:00+00:00,68.33,1.53,1497.0,11.92,running
CNC_02,2026-04-11 16:15:00+00:00,66.67,1.49,1494.0,11.81,running
CNC_02,2026-04-11 16:16:00+00:00,67.2,1.55,1474.0,12.14,running
CNC_02,2026-04-11 16:17:00+00:00,69.15,1.51,1473.0,11.85,running
CNC_02,2026-04-11 16:18:00+00:00,66.32,1.55,1480.0,11.73,running
CNC_02,2026-04-11 16:19:00+00:00,68.56,1.44,1492.0,11.95,running
CNC_02,2026-04-11 16:20:00+00:00,66.81,1.46,1489.0,11.83,running
CNC_02,2026-04-11 16:21:00+00:00,67.75,1.48,1486.0,11.67,running
CNC_02,2026-04-11 16:22:00+00:00,66.98,1.5,1485.0,11.75,running
CNC_02,2026-04-11 16:23:00+00:00,65.96,1.52,1470.0,11.59,running
CNC_02,2026-04-11 16:24:00+00:00,69.24,1.56,1512.0,11.87,running
CNC_02,2026-04-11 16:25:00+00:00,67.02,1.54,1497.0,12.14,running
CNC_02,2026-04-11 16:26:00+00:00,68.2,1.5,1470.0,11.58,running
CNC_02,2026-04-11 16:27:00+00:00,68.68,1.56,1489.0,11.47,running
CNC_02,2026-04-11 16:28:00+00:00,67.59,1.46,1511.0,11.55,running
CNC_02,2026-04-11 16:29:00+00:00,66.44,1.49,1492.0,11.95,running
CNC_02,2026-04-11 16:30:00+00:00,67.46,1.55,1494.0,11.48,running
CNC_02,2026-04-11 16:31:00+00:00,66.1,1.5,1487.0,11.77,running
